dt,AverageTemperature,City,Latitude,Longitude
1832-12-01,9.516,Izmir,37.78N,26.44E
1833-01-01,8.247,Izmir,37.78N,26.44E
1833-02-01,10.974,Izmir,37.78N,26.44E
1833-03-01,11.438,Izmir,37.78N,26.44E
1833-04-01,14.249,Izmir,37.78N,26.44E
1833-05-01,19.527,Izmir,37.78N,26.44E
1833-06-01,24.029,Izmir,37.78N,26.44E
1833-07-01,24.886,Izmir,37.78N,26.44E
1833-08-01,24.242,Izmir,37.78N,26.44E
1833-09-01,21.501,Izmir,37.78N,26.44E
1833-10-01,16.99,Izmir,37.78N,26.44E
1833-11-01,14.11,Izmir,37.78N,26.44E
1833-12-01,11.948,Izmir,37.78N,26.44E
1834-01-01,10.369,Izmir,37.78N,26.44E
1834-02-01,8.265,Izmir,37.78N,26.44E
1834-03-01,10.716,Izmir,37.78N,26.44E
1834-04-01,13.453,Izmir,37.78N,26.44E
1834-05-01,20.981,Izmir,37.78N,26.44E
1834-06-01,23.193,Izmir,37.78N,26.44E
1834-07-01,25.5,Izmir,37.78N,26.44E
1834-08-01,25.131,Izmir,37.78N,26.44E
1834-09-01,22.923,Izmir,37.78N,26.44E
1834-10-01,17.106,Izmir,37.78N,26.44E
1834-11-01,14.711,Izmir,37.78N,26.44E
1834-12-01,10.59,Izmir,37.78N,26.44E
1835-01-01,10.607,Izmir,37.78N,26.44E
1835-02-01,10.716,Izmir,37.78N,26.44E
1835-03-01,11.316,Izmir,37.78N,26.44E
1835-04-01,13.282,Izmir,37.78N,26.44E
1835-05-01,18.492,Izmir,37.78N,26.44E
1835-06-01,22.761,Izmir,37.78N,26.44E
1835-07-01,24.152,Izmir,37.78N,26.44E
1835-08-01,23.965,Izmir,37.78N,26.44E
1835-09-01,19.812,Izmir,37.78N,26.44E
1835-10-01,18.494,Izmir,37.78N,26.44E
1835-11-01,12.345,Izmir,37.78N,26.44E
1835-12-01,9.077,Izmir,37.78N,26.44E
1836-01-01,7.573,Izmir,37.78N,26.44E
1836-02-01,10.088,Izmir,37.78N,26.44E
1836-03-01,13.717,Izmir,37.78N,26.44E
1836-04-01,14.02,Izmir,37.78N,26.44E
1836-05-01,17.442,Izmir,37.78N,26.44E
1836-06-01,22.777,Izmir,37.78N,26.44E
1836-07-01,24.175,Izmir,37.78N,26.44E
1836-08-01,23.73,Izmir,37.78N,26.44E
1836-09-01,21.96,Izmir,37.78N,26.44E
1836-10-01,19.143,Izmir,37.78N,26.44E
1836-11-01,13.997,Izmir,37.78N,26.44E
1836-12-01,13.278,Izmir,37.78N,26.44E
1837-01-01,10.377,Izmir,37.78N,26.44E
1837-02-01,8.479,Izmir,37.78N,26.44E
1837-03-01,10.702,Izmir,37.78N,26.44E
1837-04-01,14.395,Izmir,37.78N,26.44E
1837-05-01,17.582,Izmir,37.78N,26.44E
1837-06-01,21.834,Izmir,37.78N,26.44E
1837-07-01,24.155,Izmir,37.78N,26.44E
1837-08-01,24.886,Izmir,37.78N,26.44E
1837-09-01,21.977,Izmir,37.78N,26.44E
1837-10-01,16.022,Izmir,37.78N,26.44E
1837-11-01,13.739,Izmir,37.78N,26.44E
1837-12-01,9.619,Izmir,37.78N,26.44E
1838-01-01,7.35,Izmir,37.78N,26.44E
1838-02-01,10.238,Izmir,37.78N,26.44E
1838-03-01,11.187,Izmir,37.78N,26.44E
1838-04-01,13.585,Izmir,37.78N,26.44E
1838-05-01,18.027,Izmir,37.78N,26.44E
1838-06-01,22.138,Izmir,37.78N,26.44E
1838-07-01,24.232,Izmir,37.78N,26.44E
1838-08-01,23.72,Izmir,37.78N,26.44E
1838-09-01,22.228,Izmir,37.78N,26.44E
1838-10-01,16.26,Izmir,37.78N,26.44E
1838-11-01,15.528,Izmir,37.78N,26.44E
1838-12-01,10.391,Izmir,37.78N,26.44E
1839-01-01,8.913,Izmir,37.78N,26.44E
1839-02-01,9.735,Izmir,37.78N,26.44E
1839-03-01,8.321,Izmir,37.78N,26.44E
1839-04-01,12.479,Izmir,37.78N,26.44E
1839-05-01,17.641,Izmir,37.78N,26.44E
1839-06-01,23.337,Izmir,37.78N,26.44E
1839-07-01,25.534,Izmir,37.78N,26.44E
1839-08-01,25.859,Izmir,37.78N,26.44E
1839-09-01,22.484,Izmir,37.78N,26.44E
1839-10-01,18.567,Izmir,37.78N,26.44E
1839-11-01,15.245,Izmir,37.78N,26.44E
1839-12-01,11.242,Izmir,37.78N,26.44E
1840-01-01,9.317,Izmir,37.78N,26.44E
1840-02-01,9.244,Izmir,37.78N,26.44E
1840-03-01,8.708,Izmir,37.78N,26.44E
1840-04-01,12.395,Izmir,37.78N,26.44E
1840-05-01,18.661,Izmir,37.78N,26.44E
1840-06-01,22.072,Izmir,37.78N,26.44E
1840-07-01,26.318,Izmir,37.78N,26.44E
1840-08-01,24.99,Izmir,37.78N,26.44E
1840-09-01,22.661,Izmir,37.78N,26.44E
1840-10-01,17.879,Izmir,37.78N,26.44E
1840-11-01,15.616,Izmir,37.78N,26.44E
1840-12-01,8.945,Izmir,37.78N,26.44E
1841-01-01,10.321,Izmir,37.78N,26.44E
1841-02-01,9.473,Izmir,37.78N,26.44E
1841-03-01,9.753,Izmir,37.78N,26.44E
1841-04-01,14.2,Izmir,37.78N,26.44E
1841-05-01,19.062,Izmir,37.78N,26.44E
1841-06-01,23.259,Izmir,37.78N,26.44E
1841-07-01,27.233,Izmir,37.78N,26.44E
1841-08-01,25.429,Izmir,37.78N,26.44E
1841-09-01,22.907,Izmir,37.78N,26.44E
1841-10-01,20.196,Izmir,37.78N,26.44E
1841-11-01,14.582,Izmir,37.78N,26.44E
1841-12-01,12.883,Izmir,37.78N,26.44E
1842-01-01,9.116,Izmir,37.78N,26.44E
1842-02-01,7.692,Izmir,37.78N,26.44E
1842-03-01,11.319,Izmir,37.78N,26.44E
1842-04-01,13.878,Izmir,37.78N,26.44E
1842-05-01,18.245,Izmir,37.78N,26.44E
1842-06-01,22.73,Izmir,37.78N,26.44E
1842-07-01,25.157,Izmir,37.78N,26.44E
1842-08-01,24.604,Izmir,37.78N,26.44E
1842-09-01,22.275,Izmir,37.78N,26.44E
1842-10-01,17.88,Izmir,37.78N,26.44E
1842-11-01,15.271,Izmir,37.78N,26.44E
1842-12-01,12.288,Izmir,37.78N,26.44E
1843-01-01,10.401,Izmir,37.78N,26.44E
1843-02-01,13.079,Izmir,37.78N,26.44E
1843-03-01,11.712,Izmir,37.78N,26.44E
1843-04-01,14.444,Izmir,37.78N,26.44E
1843-05-01,17.858,Izmir,37.78N,26.44E
1843-06-01,22.182,Izmir,37.78N,26.44E
1843-07-01,25.249,Izmir,37.78N,26.44E
1843-08-01,24.273,Izmir,37.78N,26.44E
1843-09-01,20.9,Izmir,37.78N,26.44E
1843-10-01,18.488,Izmir,37.78N,26.44E
1843-11-01,14.61,Izmir,37.78N,26.44E
1843-12-01,11.063,Izmir,37.78N,26.44E
1844-01-01,8.653,Izmir,37.78N,26.44E
1844-02-01,11.124,Izmir,37.78N,26.44E
1844-03-01,11.757,Izmir,37.78N,26.44E
1844-04-01,12.739,Izmir,37.78N,26.44E
1844-05-01,18.252,Izmir,37.78N,26.44E
1844-06-01,22.727,Izmir,37.78N,26.44E
1844-07-01,25.135,Izmir,37.78N,26.44E
1844-08-01,24.247,Izmir,37.78N,26.44E
1844-09-01,21.733,Izmir,37.78N,26.44E
1844-10-01,18.81,Izmir,37.78N,26.44E
1844-11-01,15.306,Izmir,37.78N,26.44E
1844-12-01,9.799,Izmir,37.78N,26.44E
1845-01-01,10.2,Izmir,37.78N,26.44E
1845-02-01,8.883,Izmir,37.78N,26.44E
1845-03-01,12.452,Izmir,37.78N,26.44E
1845-04-01,14.802,Izmir,37.78N,26.44E
1845-05-01,18.754,Izmir,37.78N,26.44E
1845-06-01,22.754,Izmir,37.78N,26.44E
1845-07-01,26.537,Izmir,37.78N,26.44E
1845-08-01,24.947,Izmir,37.78N,26.44E
1845-09-01,21.399,Izmir,37.78N,26.44E
1845-10-01,18.506,Izmir,37.78N,26.44E
1845-11-01,14.746,Izmir,37.78N,26.44E
1845-12-01,12.075,Izmir,37.78N,26.44E
1846-01-01,11.286,Izmir,37.78N,26.44E
1846-02-01,10.482,Izmir,37.78N,26.44E
1846-03-01,13.565,Izmir,37.78N,26.44E
1846-04-01,15.573,Izmir,37.78N,26.44E
1846-05-01,19.215,Izmir,37.78N,26.44E
1846-06-01,22.613,Izmir,37.78N,26.44E
1846-07-01,26.45,Izmir,37.78N,26.44E
1846-08-01,26.328,Izmir,37.78N,26.44E
1846-09-01,22.388,Izmir,37.78N,26.44E
1846-10-01,19.624,Izmir,37.78N,26.44E
1846-11-01,13.023,Izmir,37.78N,26.44E
1846-12-01,13.455,Izmir,37.78N,26.44E
1847-01-01,9.203,Izmir,37.78N,26.44E
1847-02-01,10.775,Izmir,37.78N,26.44E
1847-03-01,10.775,Izmir,37.78N,26.44E
1847-04-01,15.465,Izmir,37.78N,26.44E
1847-05-01,20.432,Izmir,37.78N,26.44E
1847-06-01,22.47,Izmir,37.78N,26.44E
1847-07-01,26.066,Izmir,37.78N,26.44E
1847-08-01,25.858,Izmir,37.78N,26.44E
1847-09-01,22.068,Izmir,37.78N,26.44E
1847-10-01,17.805,Izmir,37.78N,26.44E
1847-11-01,13.801,Izmir,37.78N,26.44E
1847-12-01,10.183,Izmir,37.78N,26.44E
1848-01-01,8.099,Izmir,37.78N,26.44E
1848-02-01,10.802,Izmir,37.78N,26.44E
1848-03-01,11.964,Izmir,37.78N,26.44E
1848-04-01,15.426,Izmir,37.78N,26.44E
1848-05-01,17.906,Izmir,37.78N,26.44E
1848-06-01,25.306,Izmir,37.78N,26.44E
1848-07-01,25.993,Izmir,37.78N,26.44E
1848-08-01,25.643,Izmir,37.78N,26.44E
1848-09-01,20.777,Izmir,37.78N,26.44E
1848-10-01,19.942,Izmir,37.78N,26.44E
1848-11-01,14.864,Izmir,37.78N,26.44E
1848-12-01,10.437,Izmir,37.78N,26.44E
1849-01-01,8.753,Izmir,37.78N,26.44E
1849-02-01,9.344,Izmir,37.78N,26.44E
1849-03-01,10.892,Izmir,37.78N,26.44E
1849-04-01,14.576,Izmir,37.78N,26.44E
1849-05-01,18.529,Izmir,37.78N,26.44E
1849-06-01,24.049,Izmir,37.78N,26.44E
1849-07-01,25.019,Izmir,37.78N,26.44E
1849-08-01,24.945,Izmir,37.78N,26.44E
1849-09-01,22.201,Izmir,37.78N,26.44E
1849-10-01,18.842,Izmir,37.78N,26.44E
1849-11-01,15.21,Izmir,37.78N,26.44E
1849-12-01,10.364,Izmir,37.78N,26.44E
1850-01-01,8.155,Izmir,37.78N,26.44E
1850-02-01,9.394,Izmir,37.78N,26.44E
1850-03-01,9.651,Izmir,37.78N,26.44E
1850-04-01,13.476,Izmir,37.78N,26.44E
1850-05-01,17.091,Izmir,37.78N,26.44E
1850-06-01,22.908,Izmir,37.78N,26.44E
1850-07-01,25.481,Izmir,37.78N,26.44E
1850-08-01,26.173,Izmir,37.78N,26.44E
1850-09-01,20.766,Izmir,37.78N,26.44E
1850-10-01,18.822,Izmir,37.78N,26.44E
1850-11-01,13.776,Izmir,37.78N,26.44E
1850-12-01,10.632,Izmir,37.78N,26.44E
1851-01-01,9.972,Izmir,37.78N,26.44E
1851-02-01,9.71,Izmir,37.78N,26.44E
1851-03-01,12.103,Izmir,37.78N,26.44E
1851-04-01,15.218,Izmir,37.78N,26.44E
1851-05-01,19.754,Izmir,37.78N,26.44E
1851-06-01,21.975,Izmir,37.78N,26.44E
1851-07-01,25.443,Izmir,37.78N,26.44E
1851-08-01,25.445,Izmir,37.78N,26.44E
1851-09-01,21.075,Izmir,37.78N,26.44E
1851-10-01,19.197,Izmir,37.78N,26.44E
1851-11-01,16.199,Izmir,37.78N,26.44E
1851-12-01,9.726,Izmir,37.78N,26.44E
1852-01-01,10.682,Izmir,37.78N,26.44E
1852-02-01,10.353,Izmir,37.78N,26.44E
1852-03-01,9.966,Izmir,37.78N,26.44E
1852-04-01,12.437,Izmir,37.78N,26.44E
1852-05-01,18.677,Izmir,37.78N,26.44E
1852-06-01,22.926,Izmir,37.78N,26.44E
1852-07-01,25.359,Izmir,37.78N,26.44E
1852-08-01,24.852,Izmir,37.78N,26.44E
1852-09-01,22.072,Izmir,37.78N,26.44E
1852-10-01,19.559,Izmir,37.78N,26.44E
1852-11-01,16.563,Izmir,37.78N,26.44E
1852-12-01,13.052,Izmir,37.78N,26.44E
1853-01-01,11.826,Izmir,37.78N,26.44E
1853-02-01,12.305,Izmir,37.78N,26.44E
1853-03-01,12.725,Izmir,37.78N,26.44E
1853-04-01,13.758,Izmir,37.78N,26.44E
1853-05-01,19.185,Izmir,37.78N,26.44E
1853-06-01,23.035,Izmir,37.78N,26.44E
1853-07-01,26.563,Izmir,37.78N,26.44E
1853-08-01,25.683,Izmir,37.78N,26.44E
1853-09-01,22.462,Izmir,37.78N,26.44E
1853-10-01,19.868,Izmir,37.78N,26.44E
1853-11-01,14.73,Izmir,37.78N,26.44E
1853-12-01,11.997,Izmir,37.78N,26.44E
1854-01-01,11.27,Izmir,37.78N,26.44E
1854-02-01,8.159,Izmir,37.78N,26.44E
1854-03-01,9.286,Izmir,37.78N,26.44E
1854-04-01,12.851,Izmir,37.78N,26.44E
1854-05-01,18.924,Izmir,37.78N,26.44E
1854-06-01,22.544,Izmir,37.78N,26.44E
1854-07-01,25.572,Izmir,37.78N,26.44E
1854-08-01,24.761,Izmir,37.78N,26.44E
1854-09-01,20.589,Izmir,37.78N,26.44E
1854-10-01,18.802,Izmir,37.78N,26.44E
1854-11-01,14.656,Izmir,37.78N,26.44E
1854-12-01,12.208,Izmir,37.78N,26.44E
1855-01-01,9.066,Izmir,37.78N,26.44E
1855-02-01,11.403,Izmir,37.78N,26.44E
1855-03-01,12.848,Izmir,37.78N,26.44E
1855-04-01,13.644,Izmir,37.78N,26.44E
1855-05-01,19.776,Izmir,37.78N,26.44E
1855-06-01,22.741,Izmir,37.78N,26.44E
1855-07-01,24.761,Izmir,37.78N,26.44E
1855-08-01,23.963,Izmir,37.78N,26.44E
1855-09-01,20.619,Izmir,37.78N,26.44E
1855-10-01,19.098,Izmir,37.78N,26.44E
1855-11-01,15.779,Izmir,37.78N,26.44E
1855-12-01,10.907,Izmir,37.78N,26.44E
1856-01-01,11.381,Izmir,37.78N,26.44E
1856-02-01,10.243,Izmir,37.78N,26.44E
1856-03-01,9.198,Izmir,37.78N,26.44E
1856-04-01,14.201,Izmir,37.78N,26.44E
1856-05-01,18.003,Izmir,37.78N,26.44E
1856-06-01,23.281,Izmir,37.78N,26.44E
1856-07-01,24.461,Izmir,37.78N,26.44E
1856-08-01,25.452,Izmir,37.78N,26.44E
1856-09-01,21.796,Izmir,37.78N,26.44E
1856-10-01,17.48,Izmir,37.78N,26.44E
1856-11-01,12.348,Izmir,37.78N,26.44E
1856-12-01,11.723,Izmir,37.78N,26.44E
1857-01-01,11.746,Izmir,37.78N,26.44E
1857-02-01,9.109,Izmir,37.78N,26.44E
1857-03-01,10.942,Izmir,37.78N,26.44E
1857-04-01,14.708,Izmir,37.78N,26.44E
1857-05-01,17.779,Izmir,37.78N,26.44E
1857-06-01,20.907,Izmir,37.78N,26.44E
1857-07-01,24.518,Izmir,37.78N,26.44E
1857-08-01,23.949,Izmir,37.78N,26.44E
1857-09-01,20.093,Izmir,37.78N,26.44E
1857-10-01,18.85,Izmir,37.78N,26.44E
1857-11-01,13.957,Izmir,37.78N,26.44E
1857-12-01,9.875,Izmir,37.78N,26.44E
1858-01-01,6.227,Izmir,37.78N,26.44E
1858-02-01,6.609,Izmir,37.78N,26.44E
1858-03-01,12.037,Izmir,37.78N,26.44E
1858-04-01,14.502,Izmir,37.78N,26.44E
1858-05-01,19.578,Izmir,37.78N,26.44E
1858-06-01,21.431,Izmir,37.78N,26.44E
1858-07-01,25.106,Izmir,37.78N,26.44E
1858-08-01,24.754,Izmir,37.78N,26.44E
1858-09-01,21.08,Izmir,37.78N,26.44E
1858-10-01,19.913,Izmir,37.78N,26.44E
1858-11-01,16.003,Izmir,37.78N,26.44E
1858-12-01,11.087,Izmir,37.78N,26.44E
1859-01-01,6.907,Izmir,37.78N,26.44E
1859-02-01,8.989,Izmir,37.78N,26.44E
1859-03-01,11.723,Izmir,37.78N,26.44E
1859-04-01,15.863,Izmir,37.78N,26.44E
1859-05-01,20.389,Izmir,37.78N,26.44E
1859-06-01,22.098,Izmir,37.78N,26.44E
1859-07-01,24.493,Izmir,37.78N,26.44E
1859-08-01,25.212,Izmir,37.78N,26.44E
1859-09-01,21.557,Izmir,37.78N,26.44E
1859-10-01,20.06,Izmir,37.78N,26.44E
1859-11-01,15.2,Izmir,37.78N,26.44E
1859-12-01,12.285,Izmir,37.78N,26.44E
1860-01-01,10.922,Izmir,37.78N,26.44E
1860-02-01,10.523,Izmir,37.78N,26.44E
1860-03-01,11.04,Izmir,37.78N,26.44E
1860-04-01,16.279,Izmir,37.78N,26.44E
1860-05-01,18.609,Izmir,37.78N,26.44E
1860-06-01,24.545,Izmir,37.78N,26.44E
1860-07-01,25.509,Izmir,37.78N,26.44E
1860-08-01,26.697,Izmir,37.78N,26.44E
1860-09-01,23.949,Izmir,37.78N,26.44E
1860-10-01,18.812,Izmir,37.78N,26.44E
1860-11-01,13.281,Izmir,37.78N,26.44E
1860-12-01,12.813,Izmir,37.78N,26.44E
1861-01-01,9.073,Izmir,37.78N,26.44E
1861-02-01,11.712,Izmir,37.78N,26.44E
1861-03-01,12,Izmir,37.78N,26.44E
1861-04-01,14.046,Izmir,37.78N,26.44E
1861-05-01,16.756,Izmir,37.78N,26.44E
1861-06-01,23.984,Izmir,37.78N,26.44E
1861-07-01,26.298,Izmir,37.78N,26.44E
1861-08-01,25.235,Izmir,37.78N,26.44E
1861-09-01,22.829,Izmir,37.78N,26.44E
1861-10-01,17.602,Izmir,37.78N,26.44E
1861-11-01,15.387,Izmir,37.78N,26.44E
1861-12-01,9.141,Izmir,37.78N,26.44E
1862-01-01,9.421,Izmir,37.78N,26.44E
1862-02-01,10.107,Izmir,37.78N,26.44E
1862-03-01,12.352,Izmir,37.78N,26.44E
1862-04-01,16.485,Izmir,37.78N,26.44E
1862-05-01,20.126,Izmir,37.78N,26.44E
1862-06-01,23.944,Izmir,37.78N,26.44E
1862-07-01,25.362,Izmir,37.78N,26.44E
1862-08-01,25.005,Izmir,37.78N,26.44E
1862-09-01,22.466,Izmir,37.78N,26.44E
1862-10-01,17.769,Izmir,37.78N,26.44E
1862-11-01,15.347,Izmir,37.78N,26.44E
1862-12-01,8.732,Izmir,37.78N,26.44E
1863-01-01,10.371,Izmir,37.78N,26.44E
1863-02-01,8.607,Izmir,37.78N,26.44E
1863-03-01,13.048,Izmir,37.78N,26.44E
1863-04-01,13.641,Izmir,37.78N,26.44E
1863-05-01,20.726,Izmir,37.78N,26.44E
1863-06-01,23.45,Izmir,37.78N,26.44E
1863-07-01,25.252,Izmir,37.78N,26.44E
1863-08-01,25.34,Izmir,37.78N,26.44E
1863-09-01,23.265,Izmir,37.78N,26.44E
1863-10-01,19.264,Izmir,37.78N,26.44E
1863-11-01,15.932,Izmir,37.78N,26.44E
1863-12-01,10.125,Izmir,37.78N,26.44E
1864-01-01,6.268,Izmir,37.78N,26.44E
1864-02-01,11.458,Izmir,37.78N,26.44E
1864-03-01,15.013,Izmir,37.78N,26.44E
1864-04-01,12.721,Izmir,37.78N,26.44E
1864-05-01,17.794,Izmir,37.78N,26.44E
1864-06-01,23.217,Izmir,37.78N,26.44E
1864-07-01,24.499,Izmir,37.78N,26.44E
1864-08-01,24.308,Izmir,37.78N,26.44E
1864-09-01,21.923,Izmir,37.78N,26.44E
1864-10-01,18.478,Izmir,37.78N,26.44E
1864-11-01,15.919,Izmir,37.78N,26.44E
1864-12-01,10.968,Izmir,37.78N,26.44E
1865-01-01,12.59,Izmir,37.78N,26.44E
1865-02-01,10.517,Izmir,37.78N,26.44E
1865-03-01,13.101,Izmir,37.78N,26.44E
1865-04-01,13.596,Izmir,37.78N,26.44E
1865-05-01,18.585,Izmir,37.78N,26.44E
1865-06-01,22.012,Izmir,37.78N,26.44E
1865-07-01,25.024,Izmir,37.78N,26.44E
1865-08-01,25.471,Izmir,37.78N,26.44E
1865-09-01,20.581,Izmir,37.78N,26.44E
1865-10-01,20.413,Izmir,37.78N,26.44E
1865-11-01,14.982,Izmir,37.78N,26.44E
1865-12-01,9.788,Izmir,37.78N,26.44E
1866-01-01,9.175,Izmir,37.78N,26.44E
1866-02-01,11.564,Izmir,37.78N,26.44E
1866-03-01,14.61,Izmir,37.78N,26.44E
1866-04-01,15.625,Izmir,37.78N,26.44E
1866-05-01,18.751,Izmir,37.78N,26.44E
1866-06-01,22.809,Izmir,37.78N,26.44E
1866-07-01,26.431,Izmir,37.78N,26.44E
1866-08-01,24.883,Izmir,37.78N,26.44E
1866-09-01,23.315,Izmir,37.78N,26.44E
1866-10-01,17.548,Izmir,37.78N,26.44E
1866-11-01,13.863,Izmir,37.78N,26.44E
1866-12-01,10.845,Izmir,37.78N,26.44E
1867-01-01,11.595,Izmir,37.78N,26.44E
1867-02-01,10.517,Izmir,37.78N,26.44E
1867-03-01,12.142,Izmir,37.78N,26.44E
1867-04-01,15.099,Izmir,37.78N,26.44E
1867-05-01,19.332,Izmir,37.78N,26.44E
1867-06-01,22.287,Izmir,37.78N,26.44E
1867-07-01,24.889,Izmir,37.78N,26.44E
1867-08-01,24.377,Izmir,37.78N,26.44E
1867-09-01,22.267,Izmir,37.78N,26.44E
1867-10-01,18.926,Izmir,37.78N,26.44E
1867-11-01,12.759,Izmir,37.78N,26.44E
1867-12-01,10.087,Izmir,37.78N,26.44E
1868-01-01,10.928,Izmir,37.78N,26.44E
1868-02-01,8.463,Izmir,37.78N,26.44E
1868-03-01,10.958,Izmir,37.78N,26.44E
1868-04-01,13.597,Izmir,37.78N,26.44E
1868-05-01,20.08,Izmir,37.78N,26.44E
1868-06-01,23.283,Izmir,37.78N,26.44E
1868-07-01,25.228,Izmir,37.78N,26.44E
1868-08-01,25.429,Izmir,37.78N,26.44E
1868-09-01,22.773,Izmir,37.78N,26.44E
1868-10-01,20.371,Izmir,37.78N,26.44E
1868-11-01,13.679,Izmir,37.78N,26.44E
1868-12-01,11.972,Izmir,37.78N,26.44E
1869-01-01,7.737,Izmir,37.78N,26.44E
1869-02-01,11.183,Izmir,37.78N,26.44E
1869-03-01,12.918,Izmir,37.78N,26.44E
1869-04-01,13.801,Izmir,37.78N,26.44E
1869-05-01,20.489,Izmir,37.78N,26.44E
1869-06-01,24.125,Izmir,37.78N,26.44E
1869-07-01,24.884,Izmir,37.78N,26.44E
1869-08-01,25.789,Izmir,37.78N,26.44E
1869-09-01,22.379,Izmir,37.78N,26.44E
1869-10-01,18.532,Izmir,37.78N,26.44E
1869-11-01,14.598,Izmir,37.78N,26.44E
1869-12-01,12.564,Izmir,37.78N,26.44E
1870-01-01,11.199,Izmir,37.78N,26.44E
1870-02-01,9.471,Izmir,37.78N,26.44E
1870-03-01,11.897,Izmir,37.78N,26.44E
1870-04-01,11.96,Izmir,37.78N,26.44E
1870-05-01,20.525,Izmir,37.78N,26.44E
1870-06-01,22.846,Izmir,37.78N,26.44E
1870-07-01,25.566,Izmir,37.78N,26.44E
1870-08-01,25.102,Izmir,37.78N,26.44E
1870-09-01,20.631,Izmir,37.78N,26.44E
1870-10-01,16.983,Izmir,37.78N,26.44E
1870-11-01,16.566,Izmir,37.78N,26.44E
1870-12-01,13.029,Izmir,37.78N,26.44E
1871-01-01,11.483,Izmir,37.78N,26.44E
1871-02-01,9.441,Izmir,37.78N,26.44E
1871-03-01,10.996,Izmir,37.78N,26.44E
1871-04-01,14.581,Izmir,37.78N,26.44E
1871-05-01,18.013,Izmir,37.78N,26.44E
1871-06-01,22.332,Izmir,37.78N,26.44E
1871-07-01,25.68,Izmir,37.78N,26.44E
1871-08-01,25.627,Izmir,37.78N,26.44E
1871-09-01,21.873,Izmir,37.78N,26.44E
1871-10-01,18.298,Izmir,37.78N,26.44E
1871-11-01,15.826,Izmir,37.78N,26.44E
1871-12-01,10.467,Izmir,37.78N,26.44E
1872-01-01,10.75,Izmir,37.78N,26.44E
1872-02-01,9.304,Izmir,37.78N,26.44E
1872-03-01,13.051,Izmir,37.78N,26.44E
1872-04-01,15.542,Izmir,37.78N,26.44E
1872-05-01,20.443,Izmir,37.78N,26.44E
1872-06-01,22.436,Izmir,37.78N,26.44E
1872-07-01,24.758,Izmir,37.78N,26.44E
1872-08-01,24.956,Izmir,37.78N,26.44E
1872-09-01,23.497,Izmir,37.78N,26.44E
1872-10-01,20.218,Izmir,37.78N,26.44E
1872-11-01,16.691,Izmir,37.78N,26.44E
1872-12-01,13.382,Izmir,37.78N,26.44E
1873-01-01,11.994,Izmir,37.78N,26.44E
1873-02-01,11.123,Izmir,37.78N,26.44E
1873-03-01,13.067,Izmir,37.78N,26.44E
1873-04-01,15.883,Izmir,37.78N,26.44E
1873-05-01,18.772,Izmir,37.78N,26.44E
1873-06-01,21.471,Izmir,37.78N,26.44E
1873-07-01,25.496,Izmir,37.78N,26.44E
1873-08-01,25.557,Izmir,37.78N,26.44E
1873-09-01,21.824,Izmir,37.78N,26.44E
1873-10-01,19.084,Izmir,37.78N,26.44E
1873-11-01,15.137,Izmir,37.78N,26.44E
1873-12-01,10.726,Izmir,37.78N,26.44E
1874-01-01,8.969,Izmir,37.78N,26.44E
1874-02-01,7.795,Izmir,37.78N,26.44E
1874-03-01,7.96,Izmir,37.78N,26.44E
1874-04-01,15.613,Izmir,37.78N,26.44E
1874-05-01,17.993,Izmir,37.78N,26.44E
1874-06-01,23.353,Izmir,37.78N,26.44E
1874-07-01,25.508,Izmir,37.78N,26.44E
1874-08-01,25.132,Izmir,37.78N,26.44E
1874-09-01,22.808,Izmir,37.78N,26.44E
1874-10-01,19.053,Izmir,37.78N,26.44E
1874-11-01,15.041,Izmir,37.78N,26.44E
1874-12-01,13.693,Izmir,37.78N,26.44E
1875-01-01,8.183,Izmir,37.78N,26.44E
1875-02-01,8.345,Izmir,37.78N,26.44E
1875-03-01,8.799,Izmir,37.78N,26.44E
1875-04-01,13.223,Izmir,37.78N,26.44E
1875-05-01,18.332,Izmir,37.78N,26.44E
1875-06-01,24.465,Izmir,37.78N,26.44E
1875-07-01,25.446,Izmir,37.78N,26.44E
1875-08-01,24.479,Izmir,37.78N,26.44E
1875-09-01,19.868,Izmir,37.78N,26.44E
1875-10-01,18.332,Izmir,37.78N,26.44E
1875-11-01,14.46,Izmir,37.78N,26.44E
1875-12-01,9.654,Izmir,37.78N,26.44E
1876-01-01,8.371,Izmir,37.78N,26.44E
1876-02-01,10.766,Izmir,37.78N,26.44E
1876-03-01,13.437,Izmir,37.78N,26.44E
1876-04-01,15.163,Izmir,37.78N,26.44E
1876-05-01,19.574,Izmir,37.78N,26.44E
1876-06-01,22.871,Izmir,37.78N,26.44E
1876-07-01,24.711,Izmir,37.78N,26.44E
1876-08-01,24.799,Izmir,37.78N,26.44E
1876-09-01,23.326,Izmir,37.78N,26.44E
1876-10-01,19.011,Izmir,37.78N,26.44E
1876-11-01,12.814,Izmir,37.78N,26.44E
1876-12-01,13.736,Izmir,37.78N,26.44E
1877-01-01,10.793,Izmir,37.78N,26.44E
1877-02-01,10.096,Izmir,37.78N,26.44E
1877-03-01,12.406,Izmir,37.78N,26.44E
1877-04-01,15.44,Izmir,37.78N,26.44E
1877-05-01,18.586,Izmir,37.78N,26.44E
1877-06-01,22.865,Izmir,37.78N,26.44E
1877-07-01,24.793,Izmir,37.78N,26.44E
1877-08-01,25.131,Izmir,37.78N,26.44E
